month,day,year,time,latitude,longitude,depth,magnitude,magType,place
11,20,1928,20:35:12,-23.157,-70.057,45,7.03,mw,"64 km NNE of Antofagasta, Chile"
12,1,1928,04:06:17,-35.084,-72.267,35,7.7,mw,"30 km NNE of Constitución, Chile"
12,2,1928,04:20:26,-35.712,-72.74,30,7.23,mw,"47 km NW of Cauquenes, Chile"
12,19,1928,11:37:19,6.707,124.245,25,7.42,mw,"10 km ESE of Basak, Philippines"
1,24,1929,20:36:44,12.944,-90.697,15,7.03,mw,off the coast of Central America
2,22,1929,20:41:50,10.657,-42.016,10,7.04,mw,
3,7,1929,01:34:42,50.906,-169.786,15,7.8,mw,"234 km SSW of Nikolski, Alaska"
3,9,1929,10:50:33,-42.986,172.438,20,7,mw,"30 km NW of Amberley, New Zealand"
5,1,1929,15:37:36,38.107,57.642,10,7.2,mw,"40 km SSE of Baharly, Turkmenistan"
5,26,1929,22:40:08,51.103,-130.722,15,7.48,mw,"262 km W of Port McNeill, Canada"
6,13,1929,09:24:43,8.053,126,35,7.21,mw,"5 km ESE of Veruela, Philippines"
6,16,1929,22:47:34,-42.001,173.208,20,7.3,mw,"68 km S of Wakefield, New Zealand"
6,27,1929,12:47:13,-55.373,-29.345,15,8.1,mw,South Sandwich Islands region
7,5,1929,14:19:09,51.459,-178.153,35,7.01,mw,"114 km WSW of Adak, Alaska"
7,7,1929,21:23:17,51.479,-177.746,35,7.33,mw,"88 km WSW of Adak, Alaska"
11,15,1929,18:50:29,7.568,142.746,10,7.05,mw,"State of Yap, Federated States of Micronesia"
11,18,1929,20:32:00,44.475,-55.987,10,7.2,mw,"256 km S of Saint-Pierre, Saint Pierre and Miquelon"
12,17,1929,10:58:41,53.439,172.202,20,7.86,mw,"93 km NW of Attu Station, Alaska"
5,5,1930,13:46:01,17.733,96.406,35,7.43,mw,"41 km SW of Nyaunglebin, Myanmar"
5,6,1930,22:34:27,38.108,44.727,15,7.1,mw,"10 km SSW of Salm?s, Iran"
10,24,1930,20:15:10,18.448,146.688,25,7.2,mw,"Pagan region, Northern Mariana Islands"
12,3,1930,18:51:47,18.17,96.336,10,7.52,mw,"36 km SSW of Pyu, Myanmar"
1,15,1931,01:50:48,16.049,-96.486,35,7.6,mw,"5 km SSW of San Miguel Suchixtepec, Mexico"
1,27,1931,20:09:20,25.872,96.764,15,7.58,mw,"37 km S of Sarupathar, India"
1,28,1931,21:24:11,10.873,144.461,15,7.2,mw,"265 km S of Merizo Village, Guam"
2,2,1931,22:46:52,-39.741,176.316,35,7.4,mw,"47 km WSW of Hastings, New Zealand"
2,10,1931,06:34:34,-5.356,102.594,35,7.02,mw,"164 km SSW of Pagar Alam, Indonesia"
2,13,1931,01:27:26,-39.421,176.129,45,7.3,mw,"40 km E of Waiouru, New Zealand"
3,9,1931,03:49:00,40.591,142.422,35,7.92,mw,"78 km E of Hachinohe, Japan"
3,18,1931,08:02:24,-33.926,-71.556,35,7.2,mw,"37 km S of San Antonio, Chile"
5,20,1931,02:22:51,37.742,-16.165,10,7.22,mw,Azores-Cape St. Vincent Ridge
8,7,1931,02:11:43,-3.366,142.031,35,7.08,mw,"43 km SW of Aitape, Papua New Guinea"
8,10,1931,21:18:45,46.858,89.888,10,7.9,mw,"172 km SE of Altay, China"
8,18,1931,14:21:04,47.254,89.898,10,7.25,mw,"148 km ESE of Altay, China"
8,27,1931,15:27:21,29.745,67.391,10,7.2,mw,"14 km SSE of Mach, Pakistan"
9,25,1931,05:59:53,-5.263,102.266,35,7.34,mw,"161 km S of Bengkulu, Indonesia"
10,3,1931,19:13:21,-11.118,161.195,15,7.83,mw,"108 km SW of Kirakira, Solomon Islands"
10,10,1931,00:19:57,-9.734,161.151,15,7.84,mw,"116 km NW of Kirakira, Solomon Islands"
11,2,1931,10:03:04,31.884,132.043,35,7.93,mw,"58 km ESE of Takanabe, Japan"
5,14,1932,13:11:03,0.386,125.884,15,7.7,mw,"148 km SE of Tondano, Indonesia"
5,21,1932,10:10:03,13.198,-87.862,15,7.09,mw,"12 km S of Conchagua, El Salvador"
6,3,1932,10:36:58,19.795,-103.931,35,8.1,mw,"4 km ENE of Tonaya, Mexico"
6,18,1932,10:12:32,19.087,-103.551,15,7.8,mw,"7 km E of Los Tepames, Mexico"
6,22,1932,12:59:30,19.242,-104.383,25,7.7,mw,"12 km NNE of La Central, Mexico"
11,13,1932,04:46:59,43.794,136.619,320,7.1,mb,"88 km SSE of Kamenka, Russia"
12,25,1932,02:04:30,39.462,96.562,15,7.84,mw,"108 km WSW of Laojunmiao, China"
1,21,1933,19:21:14,-33.983,57.677,10,7.13,mw,
2,23,1933,08:09:19,-20.521,-70.192,35,7.28,mw,"34 km S of Iquique, Chile"
3,2,1933,17:31:00,39.209,144.59,15,8.4,mw,"1933 Sanriku (Sanriku-oki) Earthquake, Japan"
6,18,1933,21:37:36,38.083,142.484,30,7.25,mw,"110 km ESE of Ishinomaki, Japan"
6,24,1933,21:54:50,-5.183,104.63,20,7.52,mw,"48 km SW of Kotabumi, Indonesia"
8,25,1933,07:50:32,31.957,103.669,15,7.38,mw,"101 km WNW of Jiangyou, China"
8,28,1933,22:19:47,-60.251,-27.086,35,7.46,mw,South Sandwich Islands region
11,20,1933,23:21:35,73.148,-70.072,15,7.44,mw,Baffin Bay
1,15,1934,08:43:25,27.275,86.941,15,8,mw,Nepal
2,14,1934,03:59:39,17.496,119.292,15,7.5,mw,"113 km W of Cabittaogan, Philippines"
2,24,1934,06:23:48,23.105,144.009,35,7.5,mw,"Volcano Islands, Japan region"
2,28,1934,14:21:49,-5.346,150.649,15,7.03,mw,"61 km ENE of Kimbe, Papua New Guinea"
3,5,1934,11:46:14,-40.6,175.954,15,7.2,mw,"39 km SE of Palmerston North, New Zealand"
3,24,1934,12:04:32,-10.082,160.819,15,7.02,mw,"119 km SE of Honiara, Solomon Islands"
4,15,1934,22:15:22,7.689,126.662,35,7.17,mw,"12 km E of Kinablangan, Philippines"
7,18,1934,01:36:31,7.853,-82.513,30,7.5,mw,"44 km ESE of Burica, Panama"
7,18,1934,19:40:20,-11.818,166.413,10,7.7,mw,"138 km SSE of Lata, Solomon Islands"
7,21,1934,06:18:21,-11.099,165.967,15,7.3,mw,"45 km SSE of Lata, Solomon Islands"
11,30,1934,02:05:16,18.494,-105.307,15,7.04,mw,"102 km SW of Barra de Navidad, Mexico"
12,15,1934,01:57:41,31.162,89.157,15,7.32,mw,"200 km NW of Dêqên, China"
4,20,1935,22:02:00,24.277,120.686,15,7.05,mw,"14 km N of Taichung, Taiwan"
5,30,1935,21:32:57,28.958,66.436,25,7.61,mw,"17 km WSW of Kalat, Pakistan"
8,3,1935,01:10:05,4.381,96.406,25,7,mw,"40 km NE of Meulaboh, Indonesia"
8,17,1935,01:44:37,-22.308,171.468,20,7.14,mw,southeast of the Loyalty Islands
9,4,1935,01:37:43,22.331,121.284,15,7.09,mw,"66 km ENE of Hengchun, Taiwan"
9,11,1935,14:04:03,43.424,146.618,35,7.46,mw,"42 km SSW of Shikotan, Russia"
9,20,1935,01:46:43,-3.868,141.379,30,7.83,mw,"New Guinea, Papua New Guinea"
9,20,1935,05:23:10,-3.743,142.642,35,7.02,mw,"55 km NNW of Ambunti, Papua New Guinea"
10,12,1935,16:45:23,40.176,143.378,15,7.12,mw,"136 km ENE of Miyako, Japan"
10,18,1935,00:11:59,40.232,144.06,15,7.19,mw,"192 km ENE of Miyako, Japan"
12,14,1935,22:05:26,14.688,-92.438,35,7.31,mw,"4 km SSW of Puerto Madero, Mexico"
12,15,1935,07:07:54,-10.367,161.411,35,7.6,mw,"56 km W of Kirakira, Solomon Islands"
12,28,1935,02:35:31,-0.278,98.242,30,7.6,mw,"212 km W of Pariaman, Indonesia"
2,15,1936,12:46:58,-4.374,133.32,15,7.13,mw,"152 km NNE of Tual, Indonesia"
4,1,1936,02:09:27,4.264,126.379,35,7.75,mw,"161 km SE of Sarangani, Philippines"
4,19,1936,05:07:17,-7.656,156.508,20,7.27,mw,"61 km NW of Gizo, Solomon Islands"
6,30,1936,15:06:41,51.197,160.811,15,7.46,mw,"253 km SE of Vilyuchinsk, Russia"
7,13,1936,11:12:18,-24.718,-70.155,35,7.52,mw,"83 km NNE of Taltal, Chile"
8,22,1936,06:51:34,21.963,121.24,15,7.13,mw,"51 km E of Hengchun, Taiwan"
9,19,1936,01:01:47,3.681,97.578,20,7.06,mw,"86 km WSW of Pangkalan Brandan, Indonesia"
11,2,1936,20:45:57,38.279,142.235,35,7.25,mw,"83 km E of Ishinomaki, Japan"
11,13,1936,12:31:33,56.017,163.386,20,7.32,mw,"61 km ESE of Ust’-Kamchatsk Staryy, Russia"
1,7,1937,13:20:42,35.331,97.761,15,7.81,mw,
1,25,1937,06:34:05,-10.371,162.615,15,7.21,mw,"76 km E of Kirakira, Solomon Islands"
2,21,1937,07:02:42,44.447,149.733,30,7.44,mw,"170 km ESE of Kuril’sk, Russia"
4,16,1937,03:01:38,-20.596,-177.315,330,7.3,mw,"227 km WNW of Haveluloto, Tonga"
6,21,1937,15:13:05,-8.276,-79.628,30,7.11,mw,"55 km SW of Santiago de Cao, Peru"
7,22,1937,17:09:32,64.626,-146.82,10,7.12,mw,Central Alaska
8,11,1937,00:55:56,-6.538,116.479,610,7.1,mw,"205 km NNE of Gili Air, Indonesia"
8,20,1937,11:59:21,14.569,121.675,15,7.64,mw,"6 km E of Tignoan, Philippines"
12,23,1937,13:18:03,16.656,-98.338,25,7.4,mw,"3 km W of Huixtepec, Mexico"
2,1,1938,19:04:22,-5.045,131.614,25,8.5,mw,"141 km WNW of Tual, Indonesia"
5,12,1938,15:39:06,-6.222,147.561,35,7.55,mw,"48 km NW of Finschhafen, Papua New Guinea"
5,19,1938,17:08:47,-0.045,120.537,35,7.7,mw,"120 km NE of Palu, Indonesia"
5,23,1938,07:18:30,36.534,141.459,15,7.7,mw,"69 km ESE of Kitaibaraki, Japan"
5,23,1938,08:21:51,17.987,120.058,15,7.07,mw,"41 km W of Pagsanahan Norte, Philippines"
5,30,1938,14:29:52,-19.99,168.78,35,7.03,mw,"72 km SW of Isangel, Vanuatu"
6,9,1938,19:15:10,-3.146,126.75,15,7.08,mw,"170 km WNW of Ambon, Indonesia"
6,10,1938,09:53:43,25.125,125.308,20,7.66,mw,"35 km N of Hirara, Japan"
6,16,1938,02:15:18,27.659,129.476,20,7.6,mw,"78 km S of Naze, Japan"
6,20,1938,23:50:36,42.717,75.947,15,7.03,mw,"22 km ESE of Kemin, Kyrgyzstan"
8,16,1938,04:28:01,22.723,93.912,75,7.02,mw,"31 km SE of Falam, Myanmar"
9,7,1938,04:03:19,23.807,121.506,15,7.09,mw,"21 km SSW of Hualien City, Taiwan"
10,10,1938,20:48:07,2.4,126.514,15,7.22,mw,"182 km WNW of Tobelo, Indonesia"
10,20,1938,02:19:30,-8.996,122.726,66,7.16,mw,"70 km SE of Maumere, Indonesia"
11,5,1938,08:43:24,36.971,142.065,35,7.8,mw,"105 km E of Iwaki, Japan"
11,5,1938,10:50:18,37.147,142.241,35,7.7,mw,"116 km ESE of Namie, Japan"
11,6,1938,08:53:55,37.382,142.305,30,7.7,mw,"116 km E of Namie, Japan"
11,6,1938,21:38:47,37.009,142.485,25,7.6,mw,"141 km ESE of Namie, Japan"
11,10,1938,20:18:49,55.178,-158.181,35,8.23,mw,Alaska Peninsula
11,13,1938,22:31:31,36.482,143.02,35,7.11,mw,"200 km ESE of Iwaki, Japan"
11,30,1938,02:29:51,37.036,142.002,30,7.04,mw,"99 km E of Iwaki, Japan"
12,6,1938,23:00:52,22.841,121.52,15,7.02,mw,"113 km ESE of Yujing, Taiwan"
12,16,1938,17:21:34,-45.371,167.526,100,7,mw,"15 km WNW of Te Anau, New Zealand"
1,25,1939,03:32:14,-36.296,-72.213,35,7.85,mw,"26 km WNW of San Carlos, Chile"
1,30,1939,02:18:30,-7.086,155.388,35,7.82,mw,"85 km S of Panguna, Papua New Guinea"
3,21,1939,01:11:14,-1.272,89.324,15,7.5,mw,South Indian Ocean
4,5,1939,16:42:43,-19.924,169.055,30,7.06,mw,"48 km SSW of Isangel, Vanuatu"
4,18,1939,06:22:44,-27.218,-70.875,35,7.42,mw,"Atacama, Chile"
4,21,1939,04:29:07,47.643,139.637,530,7,mw,"155 km SSW of Sovetskaya Gavan’, Russia"
4,30,1939,02:55:30,-9.881,159.829,15,7.83,mw,"23 km SSE of Malango, Solomon Islands"
5,1,1939,05:58:29,39.93,139.637,10,7.19,mw,"28 km W of Tenn?, Japan"
5,2,1939,13:14:54,29.241,-113.513,10,7.19,mw,"92 km NNE of San Luis, Mexico"
9,8,1939,12:04:47,50.999,174.959,15,7.24,mw,"238 km SSE of Attu Station, Alaska"
10,10,1939,18:31:59,38.513,143.07,20,7.41,mw,"off the east coast of Honshu, Japan"
12,21,1939,20:54:52,9.99,-84.412,25,7.59,mw,"4 km WNW of Atenas, Costa Rica"
12,21,1939,21:00:45,-0.018,122.793,150,8.1,mw,"68 km SSW of Gorontalo, Indonesia"
12,26,1939,23:57:23,39.907,39.586,20,7.8,mw,"20 km NNE of Erzincan, Turkey"
1,17,1940,01:14:56,17.139,148.059,15,7.5,mw,Mariana Islands region
4,16,1940,06:07:47,52.224,173.778,30,7.04,mw,"80 km SSE of Attu Station, Alaska"
4,16,1940,06:43:10,52.849,173.551,30,7.05,mw,"24 km E of Attu Station, Alaska"
5,24,1940,16:33:59,-11.217,-77.438,45,8.2,mw,"21 km SE of Huacho, Peru"
8,1,1940,15:08:24,44.561,139.678,15,7.5,mw,"137 km WSW of Rishiri Town, Japan"
10,4,1940,07:55:00,-19.978,-70.425,35,7.21,mw,"Near the coast of Tarapaca, Chile"
11,10,1940,01:39:11,45.72,26.426,150,7.74,mw,"13 km ESE of Comand?u, Romania"
12,28,1940,16:37:44,18.204,147.462,15,7.7,mw,Mariana Islands region
1,13,1941,16:27:44,-4.251,151.94,15,7.19,mw,"New Britain region, Papua New Guinea"
4,15,1941,19:09:56,18.68,-102.989,30,7.6,mw,"21 km ESE of Coalcomán de Vázquez Pallares, Mexico"
5,17,1941,02:24:58,-10.837,166.279,35,7.39,mw,"54 km ESE of Lata, Solomon Islands"
6,26,1941,11:52:04,12.084,92.65,20,7.96,mw,"43 km N of Bamboo Flat, India"
8,2,1941,11:41:30,-29.781,-177.597,35,7.19,mw,"Kermadec Islands, New Zealand"
9,16,1941,21:39:15,-29.115,-177.851,70,7.1,mw,"Kermadec Islands, New Zealand"
11,8,1941,23:37:28,0.731,122.835,35,7.43,mw,"33 km NW of Gorontalo, Indonesia"
11,18,1941,16:46:32,32.129,131.944,35,8.02,mw,"41 km E of Takanabe, Japan"
11,25,1941,18:03:57,37.301,-18.966,10,7.84,mw,Azores-Cape St. Vincent Ridge
12,5,1941,20:47:03,8.329,-83.694,20,7.47,mw,"70 km WSW of Golfito, Costa Rica"
12,16,1941,19:19:43,23.29,120.419,15,7.22,mw,"18 km NNW of Yujing, Taiwan"
1,27,1942,13:29:11,-4.138,135.102,17.5,7.06,mw,"96 km SSW of Nabire, Indonesia"
3,21,1942,23:20:46,29.164,130.834,25,7.02,mw,"122 km SSE of Koshima, Japan"
4,8,1942,15:40:27,13.144,120.423,15,7.63,mw,"18 km WSW of Tayaman, Philippines"
5,14,1942,02:13:27,-0.014,-79.982,20,7.8,mw,"12 km SE of Pedernales, Ecuador"
6,14,1942,03:09:53,14.628,147.841,15,7,mw,"233 km ESE of Saipan, Northern Mariana Islands"
6,24,1942,11:16:30,-41.149,175.834,15,7,mw,"25 km SE of Masterton, New Zealand"
7,8,1942,06:55:43,-24.373,-70.04,35,7.06,mw,"87 km SSE of Antofagasta, Chile"
8,6,1942,23:37:02,13.863,-91.162,35,7.7,mw,"26 km SSW of La Gomera, Guatemala"
8,24,1942,22:50:31,-15.041,-75.025,30,8.1,mw,"21 km NNE of Minas de Marcona, Peru"
10,20,1942,23:21:53,7.95,122.47,35,7.27,mw,"12 km SSW of Kipit, Philippines"
11,10,1942,11:41:28,-49.885,30.465,10,8,mw,south of Africa
11,28,1942,10:38:46,7.322,-35.553,10,7.12,mw,central Mid-Atlantic Ridge
12,20,1942,14:03:09,40.907,36.744,10,7,mw,"13 km SE of Ayvac?k, Turkey"
2,22,1943,09:20:48,17.397,-101.37,20,7.4,mw,"18 km SSW of Palos Blancos, Mexico"
4,6,1943,16:07:18,-31.262,-71.368,35,8.1,mw,"45 km NNW of Illapel, Chile"
4,11,1943,14:46:00,36.301,141.662,15,7.13,mw,"96 km ESE of Takahagi, Japan"
5,3,1943,01:59:13,13.02,124.304,15,7.36,mw,"18 km ENE of Bagacay, Philippines"
5,25,1943,23:07:39,7.371,127.277,15,7.76,mw,"77 km E of Baculin, Philippines"
6,8,1943,20:42:43,-2.84,102.195,15,7.38,mw,"78 km NNW of Curup, Indonesia"
6,9,1943,03:06:18,-0.938,100.937,10,7.73,mw,"26 km S of Sijunjung, Indonesia"
6,13,1943,05:11:42,41.003,143.396,35,7.31,mw,"169 km ENE of Hachinohe, Japan"
7,23,1943,14:53:09,-8.621,109.842,60,7.44,mw,"87 km SSW of Srandakan, Indonesia"
7,29,1943,03:02:17,18.907,-67.118,15,7.7,mw,"45 km N of San Antonio, Puerto Rico"
9,6,1943,03:41:30,-53.903,158.761,10,7.52,mw,Macquarie Island region
9,10,1943,08:36:59,35.473,134.01,15,7,mw,"18 km ENE of Kurayoshi, Japan"
9,14,1943,07:18:12,-30.139,-177.746,35,7.03,mw,"Kermadec Islands, New Zealand"
10,23,1943,17:23:21,26.705,93.829,15,7.18,mw,"13 km W of Dergaon, India"
11,6,1943,08:31:40,-5.546,134.085,15,7.65,mw,"147 km E of Tual, Indonesia"
11,26,1943,22:20:48,40.867,33.651,20,7.5,mw,"6 km SSE of Ilgaz, Turkey"
12,23,1943,19:00:14,-5.57,153.666,35,7.15,mw,"205 km SE of Kokopo, Papua New Guinea"
2,1,1944,03:22:40,40.66,32.998,30,7.6,mw,"10 km WNW of Orta, Turkey"
2,29,1944,16:28:06,-0.015,75.313,15,7.36,mw,"212 km E of Fuvahmulah, Maldives"
3,9,1944,22:12:57,43.293,83.874,10,7.28,mw,"52 km ESE of Xinyuan, China"
4,27,1944,14:38:12,-0.901,134.028,15,7.6,mw,"5 km SW of Manokwari, Indonesia"
5,25,1944,01:06:39,-21.578,-179.44,632.7,7.3,mw,Fiji region
5,25,1944,12:58:10,-2.475,152.548,15,7.26,mw,"195 km E of Kavieng, Papua New Guinea"
6,28,1944,07:58:55,14.295,-92.911,25,7.04,mw,"70 km SW of Puerto Madero, Mexico"
9,23,1944,12:13:24,53.427,159.75,35,7.08,mw,"85 km ENE of Petropavlovsk-Kamchatsky, Russia"
10,5,1944,17:28:34,-22.174,171.768,120,7,mw,southeast of the Loyalty Islands
11,16,1944,12:11:02,-11.823,166.225,35,7.14,mw,"130 km SSE of Lata, Solomon Islands"
11,24,1944,04:49:06,-19.127,169.184,165,7.2,mw,"47 km NNW of Isangel, Vanuatu"
12,7,1944,04:35:45,33.73,136.2,15,8.1,mw,"20 km E of Shing?, Japan"
2,10,1945,04:57:59,41.019,142.05,58.7,7.17,mw,"66 km ENE of Misawa, Japan"
2,26,1945,22:14:29,25.699,143.634,15,7.2,mw,"Volcano Islands, Japan region"
4,15,1945,02:35:29,57.404,163.664,35,7.13,mw,"149 km NNE of Ust’-Kamchatsk Staryy, Russia"
9,1,1945,22:44:11,-46.99,165.955,20,7.5,mw,"173 km WSW of Riverton, New Zealand"
11,27,1945,21:56:53,24.978,63.675,15,8.1,mw,off the coast of Pakistan
12,8,1945,01:04:10,-6.063,150.18,55,7.1,mw,"New Britain region, Papua New Guinea"
12,28,1945,17:48:57,-5.826,150.043,60,7.46,mw,"32 km SSW of Kimbe, Papua New Guinea"
1,5,1946,19:57:26,-15.691,167.47,35,7.07,mw,"38 km ESE of Luganville, Vanuatu"
4,1,1946,12:29:01,53.492,-162.832,15,8.6,mw,"1946 Aleutian Islands (Unimak Island) Earthquake, Alaska"
5,3,1946,22:23:53,-4.623,153.092,35,7.06,mw,"96 km ESE of Kokopo, Papua New Guinea"
6,23,1946,17:13:24,49.765,-125.019,15,7.5,mw,"8 km NNW of Courtenay, Canada"
8,4,1946,17:51:10,19.124,-69.103,15,7.76,mw,"16 km NNW of Miches, Dominican Republic"
9,12,1946,15:17:24,24.104,95.575,15,7.07,mw,"129 km ENE of Mawlaik, Myanmar"
9,12,1946,15:20:25,23.532,95.705,15,7.64,mw,Myanmar
9,29,1946,03:02:06,-5.204,153.34,50,7.68,mw,"152 km SE of Kokopo, Papua New Guinea"
11,2,1946,18:28:35,41.799,71.82,25,7.54,mw,"34 km N of Kerben, Kyrgyzstan"
11,4,1946,21:47:49,39.811,54.638,37.9,7.02,mw,"40 km NE of Balkanabat, Turkmenistan"
12,20,1946,19:19:10,33.123,135.905,15,8.3,mw,"68 km S of Shing?, Japan"
12,21,1946,10:18:47,43.658,148.376,20,7.2,mw,"134 km E of Shikotan, Russia"
3,17,1947,08:19:37,33.498,99.491,15,7.58,mw,"Qinghai-Sichuan border region, China"
3,25,1947,20:32:20,-38.676,178.533,15,7.67,mw,"46 km E of Gisborne, New Zealand"
4,2,1947,05:39:16,-1.102,137.839,15,7.3,mw,"195 km E of Biak, Indonesia"
4,14,1947,07:15:40,43.916,148.482,30,7.06,mw,"142 km E of Shikotan, Russia"
5,6,1947,20:30:40,-6.487,148.758,35,7.43,mw,"92 km WSW of Kandrian, Papua New Guinea"
5,17,1947,07:06:41,-38.445,178.909,25,7.58,mw,"82 km ENE of Gisborne, New Zealand"
5,27,1947,05:58:57,-1.868,135.017,15,7.6,mw,"138 km SW of Insrom, Indonesia"
6,12,1947,09:02:28,1.153,126.079,15,7.08,mw,"128 km ESE of Laikit, Laikit II (Dimembe), Indonesia"
6,13,1947,20:24:59,21.774,145.474,35,7,mw,Mariana Islands region
6,19,1947,07:34:41,21.57,145.469,35,7.2,mw,Mariana Islands region
7,29,1947,13:43:24,28.484,93.628,20,7.3,mw,"73 km W of Shi Yomi, India"
10,6,1947,19:55:37,36.808,21.916,15,7.3,mw,"4 km WNW of Koróni, Greece"
10,16,1947,02:09:50,64.064,-148.569,26,7.07,mw,Central Alaska
11,1,1947,14:58:57,-10.96,-74.676,20,7.6,mw,"23 km E of Santa Rosa, Peru"
11,4,1947,00:09:14,43.986,140.738,15,7.1,mw,"72 km W of Rumoi, Japan"
1,24,1948,17:46:43,10.714,122.235,15,7.8,mw,"3 km W of Buga, Philippines"
1,27,1948,11:58:30,-20.222,-178.557,595,7.1,mw,Fiji region
2,9,1948,12:58:18,35.64,27.158,15,7.3,mw,"15 km NNW of Karpathos, Greece"
3,1,1948,01:12:27,-3.196,127.181,15,7.14,mw,"124 km WNW of Ambon, Indonesia"
3,3,1948,09:09:56,18.757,118.926,15,7.14,mw,"176 km W of Davila, Philippines"
4,17,1948,16:11:32,33.157,135.74,15,7.44,mw,"67 km SSW of Shing?, Japan"
4,21,1948,20:22:07,19.26,-69.716,15,7.13,mw,"11 km WNW of Sánchez, Dominican Republic"
5,12,1948,00:56:59,37.921,142.766,20,7,mw,"139 km ESE of Ishinomaki, Japan"
5,14,1948,22:31:49,54.593,-161.161,25,7.1,mw,
5,25,1948,07:11:34,30.124,100.391,55,7.3,mw,"151 km W of Kangding, China"
8,25,1948,06:09:28,-24.578,-64.54,30,7,mw,"32 km SSE of Santa Clara, Argentina"
9,8,1948,15:09:14,-21.222,-173.891,15,7.5,mw,"110 km E of ‘Ohonua, Tonga"
10,5,1948,20:12:09,38.084,58.364,15,7.15,mw,"14 km N of Ashgabat, Turkmenistan"
2,23,1949,16:08:11,41.926,84.237,10,7.36,mw,"110 km ENE of Kuqa, China"
3,4,1949,10:19:31,36.563,70.698,228.7,7.5,mw,"35 km SSW of Jurm, Afghanistan"
3,27,1949,06:34:09,2.428,127.657,60,7.05,mw,"86 km NNW of Tobelo, Indonesia"
4,20,1949,03:29:09,-37.634,-72.713,57.7,7.01,mw,"15 km SSW of Nacimiento, Chile"
7,2,1949,19:57:14,16.529,147.463,15,7.1,mw,"233 km NE of Saipan, Northern Mariana Islands"
7,10,1949,03:53:41,39.178,70.835,20,7.5,mw,"43 km ENE of Rasht, Tajikistan"
7,23,1949,15:03:35,38.718,26.48,15,7.16,mw,"9 km NNW of Karaburun, Turkey"
8,22,1949,04:01:18,53.673,-133.015,10,8,mw,"171 km S of Hydaburg, Alaska"
10,19,1949,21:00:22,-5.773,154.194,60.3,7.21,mw,"155 km WNW of Panguna, Papua New Guinea"
12,17,1949,06:53:32,-53.972,-69.562,10,7.69,mw,"123 km W of Río Grande, Argentina"
12,17,1949,15:07:57,-53.996,-70.057,10,7.58,mw,"109 km SSE of Punta Arenas, Chile"
12,29,1949,03:03:56,17.439,121.538,15,7.21,mw,"7 km N of Agbannawag, Philippines"
2,28,1950,10:21:00,45.882,143.491,329,7.7,mw,"100 km SSE of Korsakov, Russia"
5,26,1950,01:17:14,-20.253,169.723,50,7.07,mw,"91 km SSE of Isangel, Vanuatu"
8,14,1950,22:51:26,-27.507,-62.838,610,7.1,mw,"44 km WNW of Quimilí, Argentina"
8,15,1950,14:09:34,28.363,96.445,15,8.6,mw,1950 Assam-Tibet Earthquake
9,19,1950,20:29:53,-2.077,138.151,30,7.2,mw,"250 km ESE of Biak, Indonesia"
10,5,1950,16:09:42,10.481,-85.046,97.9,7.5,mw,Costa Rica
10,8,1950,03:23:13,-4.199,128.233,20,7.3,mw,"55 km S of Ambon, Indonesia"
10,23,1950,16:13:28,14.31,-91.917,65.3,7.17,mw,"1 km NNW of Champerico, Guatemala"
11,2,1950,15:28:15,-6.823,129.183,199.7,7.7,mw,Banda Sea
12,2,1950,19:51:51,-18.373,167.654,30,7.9,mw,"99 km SW of Port-Vila, Vanuatu"
12,9,1950,21:38:51,-23.977,-67.912,113.9,8.2,mw,"121 km SSE of San Pedro de Atacama, Chile"
12,14,1950,01:52:54,-19.705,-175.874,215.9,7.8,mw,"159 km W of Pangai, Tonga"
12,14,1950,14:15:54,16.739,-98.482,35,7.1,mw,"0 km SW of Igualapa, Mexico"
7,11,1951,18:21:59,28.359,139.405,496.7,7.1,mw,"Bonin Islands, Japan region"
10,21,1951,21:34:21,23.487,121.4,25,7.48,mw,"58 km SSW of Hualien City, Taiwan"
10,22,1951,03:29:35,23.917,121.343,25,7.23,mw,"27 km WSW of Hualien City, Taiwan"
11,6,1951,16:40:14,47.297,154.05,35,7.02,mw,Kuril Islands
11,18,1951,09:35:54,31.056,91.261,30,7.7,mw,"89 km WSW of Nagqu, China"
11,24,1951,18:47:18,23.046,121.249,25,7.34,mw,"81 km E of Yujing, Taiwan"
11,24,1951,18:50:24,23.092,121.214,30,7.81,mw,Taiwan
12,8,1951,04:14:16,-34.229,57.47,15,7.53,mw,South Indian Ocean
2,14,1952,03:38:17,-7.78,126.493,25,7.02,mw,"77 km N of Baukau, Timor Leste"
3,4,1952,01:22:49,42.084,143.899,45,8.1,mw,"106 km SSW of Kushiro, Japan"
3,19,1952,10:57:15,9.669,127.099,15,7.34,mw,"108 km ENE of Cortes, Philippines"
7,21,1952,11:52:14,34.9581667,-118.998,6,7.5,mw,"6km WNW of Grapevine, CA"
8,17,1952,16:02:14,30.648,91.601,25,7.4,mw,"101 km SSW of Nagqu, China"
11,4,1952,16:58:30,52.623,159.779,21.6,9,mw,"89 km ESE of Petropavlovsk-Kamchatsky, Russia"
1,5,1953,07:48:28,53.631,170.973,21.3,7,mw,"171 km WNW of Attu Station, Alaska"
3,18,1953,19:06:17,40.175,27.648,10,7.3,mw,"7 km N of Gönen, Turkey"
